id,vader_neg,vader_neu,vader_pos,vader_compound,snippet.textOrginal,snippet.likeCount,snippet.publishedAt
UgzY3UxLPt-qI-FKJxJ4AaABAg,0.403,0.597,0.0,-0.4019,2:57 that tomfoolery of a scream,1,2021-07-15T00:48:48Z
Ugy8_VujsknkrfkS6N54AaABAg,0.171,0.708,0.121,-0.296,"Worst case scenario they try to track me down and end up up in egypt, cause vpns are funny",0,2021-07-14T23:44:26Z
UgxVzjCoAO4ku116pFt4AaABAg,0.0,0.633,0.367,0.4404,use vimio. its better then youtube,0,2021-07-14T23:04:24Z
Ugx9XoyMW4XtT-Suv-Z4AaABAg,0.099,0.828,0.073,-0.2023,YouTube's system is broken when someone can claim content they don't own or content used within the rules of fair use and get someone's entire channel taken down.,0,2021-07-14T19:49:02Z
Ugz0o3LZW-QQXxeRp214AaABAg,0.182,0.818,0.0,-0.4391,"As an artist, I totally disagree with your idea of changing the length of copyright.",0,2021-07-14T19:00:48Z
UgzVTo3GpVdH1ZDBu6V4AaABAg,0.056,0.944,0.0,-0.3182,"i hummed a tune that i made up in that moment and 2 hours after ending the stream it was copyrighted by a MASSIVE song company. I appealed against it and my appeal was ignored
(i dont have any vids or stream cos i deleted them all)",2,2021-07-14T17:49:41Z
UgwQ7X-ts4J8Ih0zzjl4AaABAg,0.091,0.606,0.303,0.6795,Really cool that you took the time to dig deep. Interesting perspective on the fix. Definitely not an easy fix.,7,2021-07-14T17:40:25Z
Ugy7ZaEiBgY8jo6laoV4AaABAg,0.0,0.724,0.276,0.6369,this is genuinely one of the best documentaries/video essays i've ever seen,16,2021-07-14T17:29:07Z
Ugwe0mpu4Ono84K2jad4AaABAg,0.089,0.76,0.151,0.9191,"Honestly I think the solution is great, and to creators, a general rule of thumb is ""what if it was a picture/video/orchestration from Disney?"" That will generally get people to second guess using content outside of their content. Obviously not perfect, what with confusion as to what's transformative and people wrongly using others hard work for free and what qualifies as an art piece that falls under copyright, but a good start.

Also, I believe there needs to be a good faith argument for allowing penalty free take downs so owners can keep their copyright and users can safely use it and remove it if there is accidental/unintentional infringement so companies can't sue individuals or platforms out of existence just for a 5 second moment in the video where the company owned song was in the background. Not entirely sure what the legal ramifications of this is (not a lawyer) but many small creators, in my opinion, don't intend to infringe copyright because they don't have/can't afford legal counsel nor can they afford the settlement offers of ""give us all your money from that video or we'll sue.""",1,2021-07-14T14:41:21Z
UgwlB5inQTNUenS62i14AaABAg,0.0,1.0,0.0,0.0,THE CAPTIONS MOVING PLACE IS EPIC,0,2021-07-14T13:27:20Z
UgxifKKBtRuziq7DpH54AaABAg,0.299,0.472,0.228,-0.2263,"If  you wanna ruin something, make it profitable.",0,2021-07-14T12:42:34Z
Ugy3y2iG6mrf8cpnpcZ4AaABAg,0.0,0.0,1.0,0.5859,Brilliant,0,2021-07-14T09:17:40Z
Ugzr9CIzdMBjHIV89994AaABAg,0.0,0.937,0.063,0.5106,"fun fact: the H3H3 case got so big, a full on game studio helped them out with the financial costs for the case through a DLC that featured both Ethan and Hila as playable  characters. Studio's Overkill and the game's Payday 2, you can use ethan's *vape* as a way to heal yourself",12,2021-07-14T07:33:41Z
Ugx7Dt7jaJrXP0LgPwF4AaABAg,0.0,0.686,0.314,0.8463,"I watched this entire episode except I was asleep apparently

Edit: don't get me wrong I love Tom Scott, I just fell asleep with auto play on.",2,2021-07-14T04:22:18Z
UgxIBYZoBRcXqE7z9Mt4AaABAg,0.0,0.859,0.141,0.4215,"Is it true that if you don't make money out of it, you're allowed to used copyright  content?",0,2021-07-14T04:00:50Z
Ugy5mKIm5EnAVd8ZrSF4AaABAg,0.0,0.777,0.223,0.3182,Can you make sure pyro and emplemon watch this,0,2021-07-14T02:27:56Z
UgyEcJNSVYwVRjwtPYJ4AaABAg,0.0,1.0,0.0,0.0,Shoutout to the Leonard French cameo,0,2021-07-14T01:24:45Z
UgxLQdzDQQo2Nunx34t4AaABAg,0.0,0.61,0.39,0.4927,that's why you're a very good youtuber,0,2021-07-13T23:10:24Z
UgwuNqcU8VDPmj0Skm14AaABAg,0.0,1.0,0.0,0.0,Abolish copyright,0,2021-07-13T19:32:35Z
Ugy1gg3tcJKZobGMgp54AaABAg,0.756,0.244,0.0,-0.4767,You're wrong,0,2021-07-13T17:22:04Z
UgyQwsY4kvHIRUUBaFp4AaABAg,0.0,1.0,0.0,0.0,"At the end, what is this video telling is that Copyright Claim are just Peoples and Company that are REALLY REALLY hungry for Money",1,2021-07-13T13:32:25Z
UgwmNTTNu8_7F7Tj0B14AaABAg,0.0,0.506,0.494,0.4449,Sampling is not illegal.,0,2021-07-13T11:25:26Z
Ugy5R-1AqpGpOrS9Qwh4AaABAg,0.101,0.77,0.129,0.3756,"I adore how you've used ACTUAL lawyers 🤣

You do incredible work Tom. Hugely enjoy your videos and I often walk away feeling like I learned something worth while. This was so well done!

I have to say, though, Legality and fairness shouldn't have a paywall.
Lawyers bother me a lot.
That cheaper small claims court sounds like a step in the right direction and I'm sure it wouldn't be at all hard to restrict eligible applicants to individuals or companies of a small capital.

And why can't an individual's works be theirs until their death? The set 50 years is generous but the issue of it, likely, falling short of their lifespan means it will leave them without income in their most vulnerable period.",12,2021-07-13T11:01:33Z
UgwHwOrT137c9lnWsGB4AaABAg,0.0,0.625,0.375,0.8553,"I love your content, and I really loved your bloopers. Can you make a end of pandemic bloopers reel",0,2021-07-13T09:10:22Z
UgxzaXfDcteSfYCzWRt4AaABAg,0.028,0.927,0.045,0.2263,"Idk I’d say 80 years not 50 that way whoever made it, unless they live to over 100, will have their royalties for their whole life and their kids can maybe see a little bit of it, and those huge companies will still have almost all of their backlog revenue.",0,2021-07-13T08:58:16Z
UgxjqLAeeEHlYIAdX7B4AaABAg,0.556,0.444,0.0,-0.3612,capitalism strikes again 🥺,0,2021-07-13T08:50:47Z
Ugwmubst35DIiiAj8XB4AaABAg,0.0,0.814,0.186,0.872,"Copyright as it is post DMCA era needs to be redacted entirely. Copyright is intended for protecting intellectual content creators from having their art from being claimed as someone else's... nowhere is there any part of copyright law that prevents medium from being shared, openly and without cost AS LONG AS you credit the correct original creator.",0,2021-07-13T08:39:18Z
UgzYCGGZtSkH8N2PMfN4AaABAg,0.18,0.82,0.0,-0.296,I had no idea Taco Bell made music. The more you know,0,2021-07-13T05:14:06Z
Ugy3gM32aPDQcDjSnFB4AaABAg,0.0,1.0,0.0,0.0,"AAAAAAAAA!!!!!
aaaaaaaaaaaa!!!!
aaaaaaAAAAAAA!!!!!
AAAAAAaaaaa!!!!!",0,2021-07-13T04:59:06Z
UgwktRnIiXgGfqu0aN54AaABAg,0.073,0.625,0.302,0.7648,"""it's DISputes, not disPUTES! I said the verb, not the noun!""

May i introduce you to my friend, Hermione? I think you'd get along splendidly",72,2021-07-13T04:56:52Z
UgwumfFCg1bery3GFt94AaABAg,0.0,1.0,0.0,0.0,absolutely riveting! watched the whole thing!,0,2021-07-13T04:54:26Z
UgwnnIZBwmQ9Z3qujmx4AaABAg,0.0,0.412,0.588,0.6908,BEST LEGAL EAGLE CAMEO EVER WAHAHAHAHAHAHAAHAH,0,2021-07-13T04:23:36Z
UgyaKVjQMztE5yM6qwJ4AaABAg,0.0,0.572,0.428,0.4576,your work is incredibly interesting,1,2021-07-13T04:21:36Z
UgzS_7pa_hKvj3tcLGJ4AaABAg,0.0,1.0,0.0,0.0,AAAAAAAAAAAAAA,0,2021-07-13T04:13:37Z
Ugyd9-Kkz8y_a9W110p4AaABAg,0.0,0.0,1.0,0.8271,<3 <3 <3,0,2021-07-13T04:09:17Z
UgywEzNH8R6_y6eq0JJ4AaABAg,0.0,1.0,0.0,0.0,"I think it is a bit of both. Once a video I uploaded got copyright striked due to 3 songs which were not in the video, as it did not even have sound.",0,2021-07-13T02:29:29Z
UgwINWvQOQPY7Iha48F4AaABAg,0.0,1.0,0.0,0.0,"Music has classic albums, cinema have classic movies, but what about youtubers ? Why dont we view videos as legitimate bodies of work ?",1,2021-07-13T01:21:23Z
Ugw4PHUG1rGhb2neodR4AaABAg,0.0,0.774,0.226,0.3875,Ideas can't be stolen. Just copied. Copying is not theft,0,2021-07-12T23:42:13Z
UgyniMR4ivpmebR8vgt4AaABAg,0.0,1.0,0.0,0.0,"😢😢😢😢😢🥺🥺🥺😢😭😭😭
I didn't know all these",0,2021-07-12T23:28:15Z
UgynrwrA-QhDzRzCeAd4AaABAg,0.0,1.0,0.0,0.0,🥺😢😢😭😭😭😭😭😭😢😢😢😭😭😭😭😭😭,0,2021-07-12T23:24:25Z
Ugyut2zthrayr2BWGrF4AaABAg,0.0,1.0,0.0,0.0,I wonder what Rick Beato thinks of this video,0,2021-07-12T21:43:20Z
UgzAifbkgl-2xL7GVUF4AaABAg,0.231,0.769,0.0,-0.4588,Don Milena probably would probably feel personally attacked by this video .,0,2021-07-12T21:41:28Z
UgywJ4zQHP7rpPw3hkZ4AaABAg,0.0,0.642,0.358,0.7778,"Ironically, I think this video can really easily be broadened out to be generally anti-capitalist as well haha",0,2021-07-12T21:07:09Z
UgyCIO_yri9bSC0YilB4AaABAg,0.029,0.777,0.194,0.7964,"Actually, I have a solution for small amount of incredible songs and/or books. Institute a governmental pension, for creators with more then X quotations. If their work goes into societial uncounciousness, and we believe in promoting such a work, well, we pay taxes to ensure such things work.",0,2021-07-12T16:47:41Z
UgxDnAKIXoMsZvY0dg54AaABAg,0.0,1.0,0.0,0.0,tacobell's canon,0,2021-07-12T16:30:58Z
Ugy7eCAMTXUy1g3qYFZ4AaABAg,0.0,1.0,0.0,0.0,eyy you got legaleagle to act,0,2021-07-12T12:39:51Z
UgzAiVnGdFt-4wf1Gvx4AaABAg,0.0,1.0,0.0,0.0,3:00 an unexpected Jay Foreman apperance,1,2021-07-12T11:58:31Z
UgzHL4WgRb_X6ztvlNF4AaABAg,0.0,0.738,0.262,0.5499,I didn't follow a lot of this video but I appreciate the sentiment a lot,0,2021-07-12T11:18:42Z
UgwHnuenAvRo5eauUqV4AaABAg,0.104,0.896,0.0,-0.1027,We need to pay Isaac Newton's family because we are all using gravity,4013,2021-07-12T09:01:00Z
Ugx3jC0zZekv9m3qjt14AaABAg,0.188,0.733,0.079,-0.9578,"I think you’ve lost your mind on this one.  I’m sure spending some money on equipment and shitting out hundreds of YouTube YouTube videos is moderately difficult.  But no where near as difficult as someone who has to spend 10,000 +\-hours MASTERING the guitar, learning composing, songwriting etc, hunting down one of the few remaining 58 Les Paul’s and shelling out half a million of more dollars for it alone, plus all the other equipment and then having pour their heart and soul into a song that means everything to them to make 2 cents a song because Apple steal most the money now.   Those people have a legitimate right to control that music in ANY way the see fit.  And with your proposal Jimmy Page and Robert would have had to listen to their music being played to fire up Trump supporters, and not be able to do a god damn thing about it.  

Nah.  Hell nah.",0,2021-07-12T07:01:57Z
Ugxosb6c7rODRmV0yw14AaABAg,0.0,1.0,0.0,0.0,How did you just make me watch a 42 minute video at 3am...,0,2021-07-12T06:39:20Z
UgyFMFIdvzgCtgrXv6l4AaABAg,0.0,1.0,0.0,0.0,2:56 -- AHHHHHHHHHHHHHHHHHHHHHHHHHH,0,2021-07-12T03:40:53Z
UgxMxmfisVIpEZfWwVd4AaABAg,0.0,0.571,0.429,0.4588,1:05 is my favorite part,0,2021-07-12T03:32:36Z
Ugw-fOOYKc4onPvBZs94AaABAg,0.0,1.0,0.0,0.0,give a company a dollar and theyll take 63360,0,2021-07-12T02:32:48Z
UgygtNl627QSUeRbXjp4AaABAg,0.0,1.0,0.0,0.0,Imagine if this video was copyright claimed,0,2021-07-12T00:50:30Z
UgwIV6odb-iqzynyzat4AaABAg,0.0,1.0,0.0,0.0,I should repost this... Wait...,0,2021-07-11T15:48:07Z
UgxfAmMv9AGKw-_RJil4AaABAg,0.0,0.83,0.17,0.8685,"1:50 barely starting and already something unexpected happened, there is my favorite potato boy
11:58 now there is two persons that I didn't expect to see, who is next? lockpickinglawyer? markiplier? the game theory? myself?!
12:07 oh, come on, another unexpected person I'm watching here XD",0,2021-07-11T10:44:06Z
Ugw18lrKd9JUZ09GTxV4AaABAg,0.0,1.0,0.0,0.0,Copyright already lasts 50 years plus the author's lifetime here in New Zealand 😎,2,2021-07-11T08:26:32Z
Ugwhu-1GMjXwiXNWOLt4AaABAg,0.0,1.0,0.0,0.0,Very will done sir.,0,2021-07-11T06:06:44Z
Ugzz8UsOyLX1jN0KxUJ4AaABAg,0.275,0.725,0.0,-0.6486,"Tom I'm sorry to say this, but YouTube's and the world's copyright systems are both broken.",0,2021-07-11T05:34:48Z
UgwvXV_O15c6N_RD1sR4AaABAg,0.0,1.0,0.0,0.0,"I'm not saying that's how it should be, I'm saying that's how it is.",0,2021-07-11T05:31:58Z
UgxXJims4TWstPEzgDd4AaABAg,0.268,0.732,0.0,-0.296,"Is there a different ""disputes""?
I'm worried now.",0,2021-07-11T02:44:30Z
UgzmuMM1NVpTQxB4-VF4AaABAg,0.0,1.0,0.0,0.0,I think copyright should be for your entire lifetime but patents are forever unless it is medical or life/ world chanching.,0,2021-07-11T02:29:05Z
UgwYrR0h-ocZ7y01z3l4AaABAg,0.0,1.0,0.0,0.0,Time to make everything yourself,0,2021-07-11T00:38:27Z
Ugxoh8_1M_Nf59MYzEJ4AaABAg,0.0,0.477,0.523,0.6588,This was a great video Tom!,0,2021-07-10T23:15:50Z
UgwPslmD0PYNSKCRRzh4AaABAg,0.081,0.766,0.153,0.3339,"copyright/patent, etc should be abolished or shortened drastically to like 1 year. thats why i like the chinese, they dont care, they would make several copies and sell for cheap.",2,2021-07-10T19:53:48Z
UgyA4NimuZNHHBBwyst4AaABAg,0.0,0.755,0.245,0.3818,When Disney try’s to copyright multiple religions and holidays,49,2021-07-10T15:39:43Z
UgzRq9gq89J7pL6SKxB4AaABAg,0.0,0.581,0.419,0.7351,Now I know why I got this in my recommended after watching Legal Eagle lmao,1,2021-07-10T15:22:34Z
UgyWSGD1lbPsY9Ai-IR4AaABAg,0.0,1.0,0.0,0.0,Have I just watched a real life johnatan pie?,0,2021-07-10T15:12:54Z
Ugw2ywjUZiDFXZ7ZOxZ4AaABAg,0.163,0.753,0.084,-0.4404,"I believe that if you created something, it is yours until you die. Regardless of how big or small you are.",0,2021-07-10T15:09:16Z
UgzpOwOyv4IGA-Dj3it4AaABAg,0.173,0.761,0.066,-0.7438,"People complain about others taking their memes and sharing without credits, memes that have copyrighted material in them. Then they complain that copyright is unfair.

We have to base ourselves in what the law says, not what we deem right. If it can be or is enforced is a complete different matter.",2,2021-07-10T11:16:29Z
UgyfLZi6aapo6RAEVgB4AaABAg,0.437,0.563,0.0,-0.4767,So memes are copyright infringement?,0,2021-07-10T06:41:29Z
UgwSbg_5eypbkHb6zoF4AaABAg,0.0,1.0,0.0,0.0,25:41 shoutout to Rick Beato 🤘,3,2021-07-10T04:31:13Z
UgyeZHhNr5nTImsKONJ4AaABAg,0.0,0.638,0.362,0.7783,Your brilliant. And infectious....I'm glad my algorithm showed you and i was able to subscribe,1,2021-07-09T23:59:02Z
UgzFKgT_O4rCsUItSDF4AaABAg,0.0,1.0,0.0,0.0,All your videos belong on a DVD (you know what I mean). This is documentary level quality that deserves to be seen by future generations.,67,2021-07-09T23:31:53Z
UgzsNey_7epAOuoFk2N4AaABAg,0.375,0.417,0.208,-0.3818,video where tom plays the villain,0,2021-07-09T20:22:43Z
UgxklyWKz5oF1PlDBCl4AaABAg,0.0,1.0,0.0,0.0,"20:16 Not referencing any particular ""wisey"" Youtube channel, are we?",2,2021-07-09T19:45:48Z
UgzL3ergWs0Qy9hwinl4AaABAg,0.058,0.834,0.108,0.5023,"Patents and copyrights are just dumb. People shouldn't have the property rights for something that isn't scarce. It should be the companies job to prevent their works from being ""stolen"" (with contracts and better security), not the job of a content creator to avoid copyright claims. Literally EVERYONE, but the copyright owner, would benefit from the extinction of copyright laws.",1,2021-07-09T17:53:46Z
Ugz8arH7mddwB2EAnpx4AaABAg,0.187,0.813,0.0,-0.3182,I was listening to the start of this then Jay foreman screamed,0,2021-07-09T16:26:23Z
UgyWnEU2DwIWINBFQf14AaABAg,0.183,0.718,0.099,-0.2076,youtube streams videos for free. If they don't want to host something that could possibly get them in trouble they can take down your video no questions asked,2,2021-07-09T15:32:59Z
Ugw97wwlCVsgd42EAwB4AaABAg,0.0,1.0,0.0,0.0,Here comes nfts,0,2021-07-09T13:37:27Z
UgwU8EIT7TxLSI3qxQZ4AaABAg,0.0,0.537,0.463,0.7845,"Yes, the mustached minecrafter we all know and love, Oli",0,2021-07-09T10:45:22Z
UgzM97JAVgis1u3hpcN4AaABAg,0.215,0.722,0.062,-0.8242,I would argue that more people buy games thanks to videos and streams than the number of people who don't buy them. But I don't know for sure. I am however sure that games would be sold less if the companies sue the wrong creator.,1,2021-07-09T08:12:25Z
UgwzdzUufHUd_gujR554AaABAg,0.143,0.685,0.172,0.1179,"25:58 this one confuses me.

Why not? Where do copyright come into play?",0,2021-07-09T07:37:04Z
UgyA6gmnErmr1gey_C14AaABAg,0.355,0.55,0.095,-0.7955,Copyright should be until the person is dead. People shouldn’t steal your work without credit when you are alive.,6,2021-07-09T05:59:30Z
UgycjsYBywLl3Gr1OSR4AaABAg,0.111,0.649,0.24,0.5267,"I love how English this video is. It's almost palpable during the ""Criticism and Review"" sections. Well done on the video.",12,2021-07-09T04:49:25Z
UgxdE8hj83g2z91_jzt4AaABAg,0.0,1.0,0.0,0.0,How do you look 18 and 35 at the same time?,2,2021-07-09T04:03:21Z
UgwoBXubLgiI_x1z07Z4AaABAg,0.079,0.795,0.126,0.1779,They should say you get 20 or 50 years copyright and then you get a month to apply to renew it for another 10 or 20 years and if it is still popular then it will be accepted but if it isn't popular any more then it should be rejected,0,2021-07-09T00:09:54Z
UgzXKwTnID8V4qhUaNN4AaABAg,0.0,1.0,0.0,0.0,could spotify sue you for using their service in public?,0,2021-07-08T19:34:36Z
UgxBABgwhBVIv-2kI5l4AaABAg,0.0,0.554,0.446,0.5888,5:23 that kinda sounds like windows xp setup,0,2021-07-08T17:16:51Z
UgzXT2KFAvWfijT56Qh4AaABAg,0.0,1.0,0.0,0.0,You can see him peaking at his script ( the piano page ),0,2021-07-08T11:38:28Z
UgyF3bGnwS4vgL5hhIx4AaABAg,0.0,1.0,0.0,0.0,They're making a fal[hits piano],0,2021-07-08T11:29:26Z
Ugy1g7E95RGhjxaXTOd4AaABAg,0.065,0.773,0.162,0.9663,"i don't think company's should have the right to claim content revoked if they abuse it
that is to hard to clearly and cleanly define
i think that they should have a number of credits effectively that it costs to content claim something
if their claim was valid and appropriate they get the credit refunded
if it was not and they were effectively abusing the system aiming for free money they don't
if they run out of credits they are able to pay for more with each one costing more than the last
and have the credits reset every year or some other pre defined period

though the issue with this is that it would require youtube's existing system to be executed at it is intended to be not just rushed through by the lowest bidder for easy money

i also think the same system should be used for disputing claims on a content creators content

this would allow for disputing false positives in content id and similar systems but heavily penalize automated services that just spam out DMCA claims at anything it even thinks it might be able to claim

i am sure there are other issues with this exact concept but at a baseline it seems like it would encourage a lot more fair use from both parties",0,2021-07-08T09:57:41Z
Ugy69wV9gl8Ia04kNQR4AaABAg,0.036,0.939,0.026,-0.1397,"Once you post something online it belongs to the public domain.

I KNOW there are laws that disagree. The same way the speed limit sign I pass at 70mph every day says I can't go above 55mph. I know. 

Copyright law is very difficult to enforce when the content is literally shared in what amounts to an open theater. You're intentionally broadcasting an image, a video, in a way you know that it can be downloaded. Often these images and videos come with encouraging messages to ""share"" the content.

What do you think is going to happen? If I set my wallet down in the center of a busy market, I wouldn't expect people to ignore it. It's my wallet. It has my identification inside. The contents belong to me. But that doesn't mean someone else won't pick it up.

The internet is the internet. Know your boundaries. If you make it public, you made it public.",0,2021-07-08T06:47:32Z
UgyrAMxxFHK4sNBSPNp4AaABAg,0.0,1.0,0.0,0.0,James Bond is public domain in canada,2,2021-07-08T04:36:45Z
UgwSgaB-WKjdO09v_kN4AaABAg,0.0,1.0,0.0,0.0,Ayoo that’s MK!,0,2021-07-08T01:12:47Z
UgxVK2U5Nol1Yn3gGzB4AaABAg,0.0,0.783,0.217,0.3612,10:57 Praying for that star trek fully automated space communism,48,2021-07-07T22:54:27Z
Ugy-EUJ0gsxPapgJNu54AaABAg,0.0,0.55,0.45,0.9087,"11:37 Oh hey, didn't expect to see him here being a vampire, that's hilarious, I love it. XD
(Hiss)",14,2021-07-07T21:23:21Z
UgxqS2701LUUL48Kxxl4AaABAg,0.0,0.597,0.403,0.4019,8:58 Is unintentional comedic genius.,2,2021-07-07T16:27:10Z
UgwDI44cIbldBBpxq354AaABAg,0.026,0.908,0.066,0.8655,"For how long copywright lasts, what about until they publically end their career once? Hiatus not included, but if a band says they disband, then their copywright ends. I think that makes sense. Old writers, such as johnny cash, well their family still is able to make money off of some of his last songs, even though they had no part in making it. And a writer just sitting back doing nothing 50 years after writing a big hit book because they still get copywright, even after doing nothing to earn it after 50 years? Not the most fair. But then you still need to account for 80's bands, as you said, where its been 40 years and their names are still huge. They should still get a piece of that, they created their image, we know its their image. So, i feel it'd work best to have it be when they publically ebd their career as an artist. Then, if they continue to actually rely on their works, they will still make money off of it, but once they're done with what they made, they're done. 5 years or so after might make sense still though for bands and writers who quit and then get big afterwards.",0,2021-07-07T16:27:07Z
UgxecVCIvTXbMXtzllF4AaABAg,0.0,0.679,0.321,0.8176,"There is only a very small group of people that intelligent and yet that likeable like Tom Scott. You, son, are a prodigy.",1,2021-07-07T14:19:48Z
UgzkKAP5il_w2OXfoKh4AaABAg,0.0,0.682,0.318,0.4215,Nice cameo from Internet Historian at 12:06,0,2021-07-07T13:07:32Z
UgynjHWAFifKQl5fCXd4AaABAg,0.0,0.667,0.333,0.3612,"thank you, this is really informative",1,2021-07-07T12:14:39Z
UgwX-zhV4OdF4n8vpuh4AaABAg,0.151,0.728,0.121,-0.2903,"It's broken. It is. Don't have time to watch this. Fair use. See I used a video that was edited, as a joke. Satirical use. Lots of tracking and such. As criticism I apparently should have said",0,2021-07-07T10:48:42Z
Ugw9wyeQF7b-XKu1x-l4AaABAg,0.0,0.517,0.483,0.4215,*Youtube liked this video*,0,2021-07-07T06:23:54Z
UgwaaGLunh7nlVT51bh4AaABAg,0.0,0.706,0.294,0.8863,"i absolutely LOVE these longer videos about things like copyright law and advertisement transparency! this type of content is right up my alley, and tom does it very well.",54,2021-07-07T06:09:32Z
UgwJJ-rJNWzg5k-DDR94AaABAg,0.13,0.87,0.0,-0.0516,Idk how i came across this channel but im hooked,1,2021-07-07T01:49:09Z
Ugy7k_9HGr6lB7TBPeJ4AaABAg,0.127,0.873,0.0,-0.5423,"Question: Does this mean I can upload an entire movie with a small watermark that says ""this movie is bad"" in the corner and not get sued?",1,2021-07-07T00:28:48Z
Ugzv9Z42f_wNHoLtGSp4AaABAg,0.0,1.0,0.0,0.0,1:40 sir thats mumbo jumbo,0,2021-07-06T21:15:42Z
Ugze_yE8AWfZZ49G6w94AaABAg,0.0,1.0,0.0,0.0,"27:26 Ad... Almost, as if on que. 🤔",1,2021-07-06T20:14:02Z
Ugzsv2xhrGftF9KpxMx4AaABAg,0.0,0.755,0.245,0.5994,Can't believe I watched the whole thing.  Congratulations to me. I've learned something new.,1,2021-07-06T18:13:40Z
Ugy52PgJUJG3Ol5E6V54AaABAg,0.0,0.597,0.403,0.4019,aaaaAAAAAAAHHHH said the third party,0,2021-07-06T17:45:22Z
Ugwh7sD3eK970d3GHH54AaABAg,0.221,0.621,0.159,-0.2263,Am I the only one curious about which video did Thailand steal?,2,2021-07-06T15:17:00Z
Ugy3ZHIonM24xhAwLfx4AaABAg,0.175,0.573,0.253,0.664,"11:40 killed me even with the serious topic
and no, I don't know how you convinced him either, but it was absolutely a great move",59,2021-07-05T22:38:12Z
UgxQNL75GlarKUuKnlp4AaABAg,0.0,1.0,0.0,0.0,What a youtube shill.,0,2021-07-05T20:12:13Z
UgzMEvIYNlWghf3fb4V4AaABAg,0.0,1.0,0.0,0.0,rip mumbo,0,2021-07-05T18:42:18Z
UgzCZAn7nbiMuZGre1F4AaABAg,0.0,0.64,0.36,0.6192,"so essentially, it's not broken. it's outdated.

like the school system.",825,2021-07-05T18:20:41Z
UgwqM9OC_fHn2mRVB5d4AaABAg,0.0,0.779,0.221,0.1779,The third lawyer is my spirit animal,0,2021-07-05T16:56:24Z
UgxMogcgCPQR62UJHYN4AaABAg,0.293,0.325,0.382,0.0258,Dude when I saw legal eagle I died laughing,1,2021-07-05T16:38:27Z
UgxYOALGVg9zV4m7Mzx4AaABAg,0.0,1.0,0.0,0.0,What's the secret of your smooth skin?,0,2021-07-05T13:38:49Z
UgzaEykHNoMFcbiVqsB4AaABAg,0.05,0.95,0.0,-0.2263,When Tom talked about copyright in the video game industry it instantly reminded me of Nintendo demanding from every YouTuber to exclusively do Nintendo content if they are about to do a gameplay or review of a Nintendo game.,497,2021-07-05T13:21:07Z
UgwDPFTAlNEIUHY8T7N4AaABAg,0.0,0.506,0.494,0.5994,lmao at the LegalEagle cameo,0,2021-07-05T13:08:58Z
Ugz5-00y7ukUdtubnnB4AaABAg,0.068,0.932,0.0,-0.1531,YouTube might just be waiting to become big enough to the point where they will have deep enough pockets they can afford lawsuits,0,2021-07-05T05:42:57Z
UgxC7L5BVy3YwMzK9M54AaABAg,0.268,0.628,0.105,-0.5994,"Ppl rlly get mad when they steal content and get copyrighted. Like bro, just use non copyright music",2,2021-07-05T02:56:28Z
UgxA7TSon5i8HfzuwCJ4AaABAg,0.036,0.868,0.096,0.3313,What if you take a picture of the picture and upload that..? Doesn't it then become an original work therefore your property to do with as you please? Like I get that if you just copy and paste and re upload something. That's copyright infringement. But what if you personally take a picture of the picture...,0,2021-07-05T00:04:58Z
UgxFZjfl4j84LjwPT5x4AaABAg,0.0,0.412,0.588,0.6908,Good video. Still true 1 year after.,0,2021-07-04T16:16:51Z
Ugz1d60gr-oA27onmkF4AaABAg,0.0,0.84,0.16,0.6369,"The Chinese have the best approach to copyright and other IP. However, the western world is run by lawyers and other money grubbers.",0,2021-07-04T14:26:09Z
UgzOS065M7POKNQac1N4AaABAg,0.0,0.599,0.401,0.7481,The ad break at 27:26 was so perfectly timed,0,2021-07-04T13:42:28Z
UgwL0ys2AmcapEH2za94AaABAg,0.355,0.453,0.193,-0.2837,"No, it is not broken. It's an absolute mess",0,2021-07-04T12:59:15Z
UgzNSeQNoRsPuG02bpV4AaABAg,0.0,1.0,0.0,0.0,Is it just me or does Tom look really old,0,2021-07-04T11:18:07Z
UgxLvXcZG9yxjRbi_dd4AaABAg,0.0,0.809,0.191,0.6369,The question ultimately comes down to creativity vs. money - and we should always choose the choice that maximizes the amount of creativity for everyone,1,2021-07-04T07:32:16Z
Ugwz_0iJjW6GTqODWV14AaABAg,0.0,1.0,0.0,0.0,"Just remember that human DNA could've been patented by a private company.




You heard me right, that's copyright for you for just being a human being",138,2021-07-04T06:56:20Z
Ugy2BdutpxsEdtmiCYJ4AaABAg,0.0,1.0,0.0,0.0,That lawyer is a legend,1,2021-07-04T05:21:02Z
Ugw-cr6ArkID0KTFGFJ4AaABAg,0.055,0.807,0.137,0.5514,"Hey, how about if your YouTube channel is NOT monetized, and you're just using YouTube to share videos you made as a hobby?  Zero monetary gain.  Can a corporation still sue you if you accidentally included a copyrighted photo or something?",0,2021-07-04T03:04:24Z
UgxBfK2ebNiH21Fnb_R4AaABAg,0.0,0.672,0.328,0.7054,You're not wrong about the ending of Superliminal being unsatisfying. Still a fun game though.,0,2021-07-03T18:40:56Z
