snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
Why even fight in court when big corporation can simple muscle any youtuber with copywright claims. I have no faith in our legal system. Hell even the US Supreme Court has become a political engine. Law has died 4 decades ago. Corporation should hold owners accountable. Appeals and some procedures need to be greatly reduced or eliminated since they help the rich and cost society.,0.85465664,0.13508797,0.010255307,0.17,0.682,0.148,-0.1007
This Scared Me...,0.8544328,0.13566893,0.009898237,0.205,0.795,0.0,-0.3818
I wonder if this video got copywrited for a shitty reason,0.85442317,0.14033154,0.0052452157,0.193,0.731,0.076,-0.9431
I once got a threatening letter about a photo that I personally took. :/,0.8543842,0.13891406,0.0067017907,0.0,0.871,0.129,0.6369
"Hmm why have YouTube recommended this
😕😕",0.854102,0.13823037,0.007667629,0.459,0.541,0.0,-0.5255
There aren't good people at youtube.,0.85358655,0.13591981,0.010493667,0.286,0.714,0.0,-0.25
I get that the process was meant to dealt with by lawyers in their legalese but what normal person has time to figure that out.  The lines are fuzzy and favor the big players who then force people to shut down.  The problem in my opinion is putting someone in ruin through court fees etc and you possible destroy somebody's starting point or career,0.8534655,0.13790046,0.008634064,0.0,1.0,0.0,0.0
I don't think I'm going to start my YouTube channel anymore 🤦‍♂️.,0.85340357,0.13320334,0.013393082,0.0,1.0,0.0,0.0
"Of course the world is broken. Everything that has to do with use of copyrighted material by individuals just for viewing or listening is now subscription-based. And subscription fee is calculated based on American or British or Australian income, and that makes the subscription absurdly expensive for the rest of the world. We are forced to become pirates because nobody dares to try and localize subscription fee. After one failed experiment with DVD players and medium localization, that it is better to leave things as they are, then create an opportunity for cheating by pretending you are from poor country when in fact you are a quirky american, using some kind of VPN to impersonate one of us, poor people.",0.85329455,0.13408284,0.012622629,0.0,1.0,0.0,0.0
Sometimes youtube needs to get sued out of existence,0.85314155,0.13961384,0.0072446344,0.0,1.0,0.0,0.0
"I just get the sense that law/court needs to be cheaper/free in order to scrutinise the law. I don't care for the notion of ""you can't afford to defend against me, so all your base are belong to us"" <- this is the kind of behaviour used to get custody of children, ""Well I didn't get the kids this time, but I make more, so I'll just launch another suite until they can't afford to defend against me!""",0.853033,0.13551427,0.0114527615,0.0,1.0,0.0,0.0
"Receives a very worrying call: ..""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""",0.8524539,0.13710928,0.010436854,0.28,0.534,0.187,-0.2702
The problem is that there is no low end Sher you shouldn’t be able to play the song or even a big part of it but if you bang on your tambourine a few times you are claimed also they will just claim random videos they see even if they dont watch it and a lot of people can get anti claims cause YouTube is crap at responding to them they just denie them,0.8522459,0.13627455,0.011479459,0.0,1.0,0.0,0.0
Did i seriously just watch this guy talk about copyright law for 40 mins???,0.85209244,0.13909562,0.008811929,0.0,1.0,0.0,0.0
Very disappointed this wasn't a one shot video Tom.,0.8520739,0.13999256,0.007933549,0.0,1.0,0.0,0.0
"Hasbro ordered takedowns of My Little Pony Episodes to divert people to their crappy streaming service. The result was they torpedoed their fanbase (yes, the bronies)",0.8517426,0.13316722,0.015090164,0.0,1.0,0.0,0.0
In short the Bugeois need to be eliminated from position of power.,0.85169333,0.14467566,0.0036310053,0.106,0.612,0.282,0.5554
The current trend of popular musicians selling the rights to their catalog to big media corps for hundreds of millions is only going to make the copyright system even more vicious,0.85128444,0.1406061,0.008109413,0.081,0.838,0.081,0.0018
"ngl tho, at the start about oli, his revenue got charged 25% because some damn background music like 5 seconds in the start of the video, isnt that proving that the copyright laws are fundimentally outdated and even though its intentions are right, its still a bad law",0.851154,0.13623768,0.012608341,0.211,0.789,0.0,-0.34
Tom very convincingly plays a dislikable arse at the start of this video. Suspicious.,0.8511158,0.13137712,0.017507056,0.348,0.652,0.0,-0.4954
"My problem with mumbo jumbo incident is that the music was not 25% of his video, and yet a whopping 25% of his revenue was redirected",0.85109407,0.14065954,0.00824638,0.0,0.761,0.239,0.4824
part of me wants to see this copyright striked to prove tom that youtube's system is actually broken,0.8510864,0.14274415,0.006169399,0.033,0.967,0.0,-0.2755
"14 minutes in and all of the criticisms directed here seem to be symptomatic of capitalism at large. The problem is that using a photographer's work without permission could be denying them the income that they need to live, but why is the right to exist dependent on being able to sell commodities or contribute profit towards the capitalist system? A system that does almost nothing to recompense the very people who allow that system to exist at all; the workers.",0.85093826,0.14036655,0.00869524,0.042,0.847,0.111,0.8462
"This video popped up in my feed today (Feb 2021) while there is controversy over police playing copyrighted music while they are being filmed. This causes videos of police encounters to be hit with strikes and removed. Clearly this is copyrights abuse, but it's being used as a method to censor publicity.",0.8508389,0.14117105,0.00799011,0.0,1.0,0.0,0.0
"Hmmm... I haven't got 42 minutes right now, so I'll watch it later, but just going by the title, I'm going to have to disagree.
YouTube is broken. Do you know how many YouTubers I've heard of that had hundreds or thousands of their videos copyright struck by massive companies (weirdly enough, all included Warner Chapel) for music that the companies didn't own?? (Mumbo Jumbo, Matt Lowne, and Adam Neely just to name three.) All these people losing their income because a multi-million dollar company auto copyright strikes every video on their channels overnight, and YouTube does nothing. YouTube always sides with the companies. YouTubers have had thousands of videos taken down, but of course they can only appeal three before their channel is terminated. Three! Yet these companies suffer no consequences for wrongly striking YouTubers. 
Tell me that that's not broken.",0.8507063,0.13586171,0.013431988,0.0,0.805,0.195,0.6514
I oppose the conclusion. It does not fit my idea of justice that the living author of a work must watch others capitalise on his work however they wish without any say about it.,0.85069835,0.14187412,0.0074276044,0.0,1.0,0.0,0.0
Oh no what happened to the dislike button,0.8506628,0.14387394,0.005463342,0.04,0.924,0.036,0.1779
We need to be stricter if you ask me. If you took something someone else made and passed it off as your own it doesn't matter if you made some changes. You're still a thief.,0.8506567,0.14273019,0.006613135,0.0,1.0,0.0,0.0
DAMN YES...Spot on with the Maroon 5 remark. It´s annoying AF,0.8506301,0.12156435,0.02780547,0.075,0.925,0.0,-0.1779
"I'm sorry Tom, just because the copyright system is broken, doesn't mean that the YouTube's Copyright System is not even more broken.",0.850549,0.13723376,0.0122172525,0.145,0.745,0.11,0.0418
buying a stock image is as nonsenseful as NFTs ''owners'',0.85019153,0.1403326,0.009475901,0.214,0.696,0.09,-0.3603
I feel like getting Epidemic Sound to make the music was a mistake at this time.,0.84984636,0.14259951,0.00755416,0.0,0.8,0.2,0.8172
"I once got an almost 3 hour video blocked in every country on Earth because a bad quality version of take on me played quietly in the background for 2 seconds(discord VC)and I didn’t even notice it while recording, I only noticed it when I saw that the video had been blocked and even then I couldn’t hear it that well.",0.8498335,0.13698229,0.013184213,0.0,0.73,0.27,0.5859
to say that we should revoke old music copyrights because the people it would harm is a minority is the same mentality that introduced slavery and prostitution to the world.,0.84983253,0.14573489,0.00443249,0.0,1.0,0.0,0.0
"I don't think opinions matter, especially not yours. The winners a broken systems don't want anything to change that much and of course will always defend it.

You making fun of yourself and calling yourself a shill does not make it as that you are not a shill and Jedi mind tricks only work on the mentally lazy or simple-minded.",0.8497792,0.1396816,0.010539259,0.186,0.726,0.088,-0.3736
"The entire concept of Intellectual Property is a joke. In the words of Proudhon, Property is theft. This goes double for IP.",0.84975696,0.13704057,0.013202539,0.0,0.688,0.312,0.6739
"People cry about copyright being unfair, until they themselves are affected by theft.",0.8497402,0.14415374,0.006106069,0.21,0.79,0.0,-0.1511
27:27 i'm not prepared,0.8496833,0.1396286,0.010688153,0.185,0.568,0.247,0.2179
"Thanks Disney, I hate it.",0.84941125,0.12705205,0.023536682,0.43,0.233,0.337,-0.2023
"Should copyright even exist? There are good arguments for the abolishment of copyright. I don't think something that extreme should just happen (and if it were to it should definitely be gradual). Current copyright law sucks: there is no reason copyright should last 70 years after death, exclusive licenses are extremely problematic, etc.
Edit: I would also argue that a corporation should not be able to own a copyright. Copyright has to do with intellectual property, and corporations are not people (unfortunately I have to distinguish literally and legally). A company does not have the capacity for independent thought, and therefore cannot create intellectual property, so how should it be able to own such a thing?",0.8490683,0.13493928,0.015992464,0.191,0.809,0.0,-0.3818
But they shouldn't be able to take 100% of the revenue of the video because they played a 3 min song that's ridiculous that you can take the majority of the videos revenue that's called theft,0.84905255,0.14123675,0.009710632,0.085,0.834,0.081,-0.0387
"These laws will eventually crumble along with the people who are still lobbying to keep them up.
The wheel keeps turning, and the people from the mid 20s century aren't getting any younger. Sad that these people have to die of old age before change can occur, since they are so in love with that little bit of extra money they make but don't need, that they chasticise an entire generations creative spirit.",0.84899396,0.1327659,0.018240115,0.0,0.238,0.762,0.4939
hearing mumbo jumbo referred to as 'oli' was really confusing for a second,0.84871316,0.13838361,0.01290314,0.0,0.78,0.22,0.8227
It is weird to hear Mumbo Jumbo being called by his wallet name.,0.8482243,0.14302118,0.008754511,0.0,1.0,0.0,0.0
Just another thinly veiled tool of oppression. Facism 2.0 opression but with more steps,0.848095,0.1444683,0.0074366885,0.133,0.539,0.327,0.7974
I don't get is there a copywriting small YouTube channels with almost 0 subscribers and thinking don't get money out of it,0.84801763,0.14410447,0.007877948,0.231,0.769,0.0,-0.128
"I find that almost the exact opposite thing that happens in the YouTube community happens in the 2d community on various different platforms. People think they can sue someone for thousands of dollars for copying a generic human pose. Or think that they can sue someone over having antlers on there character 'cause they made up a fantasy species that's a dog with antlers on it. I find that it off and stifles innovation because people are too worried about getting ""cancelled"" and/or don't know what the law actually says in are too intimidated to get into it.",0.847775,0.14196993,0.010254981,0.059,0.88,0.061,0.0258
Tom is trying to destroy gify... who at gify hurt you Tom?,0.84774363,0.14650805,0.0057482854,0.062,0.812,0.127,0.4588
"At the end, what is this video telling is that Copyright Claim are just Peoples and Company that are REALLY REALLY hungry for Money",0.84728795,0.14336905,0.009343002,0.756,0.244,0.0,-0.4767
great video. you are such a bad ass.,0.84717923,0.11478318,0.038037613,0.0,1.0,0.0,0.0
I received a copy write block for music that is only discernable by a computer on a video of me carrying a lady bug out of a Public building. The human ear is not capable of hearing what is the lobby music in the background.,0.8467739,0.14179878,0.011427261,0.0,0.809,0.191,0.7096
Thé biggest problem to me is the difficulty of licensing. Its especially hard with music. Tons of different copyright types and the companies wont talk to no one else but a lawyer.,0.84651774,0.14120457,0.012277712,0.162,0.784,0.054,-0.7714
"Imagine Walther von der Vogelweide, Taliesyn or Haydn working under copyright law. The inspiration they got elsewhere would be restricted by some obscure claims ""That is mine, you haven't the right to say, show, sing that."" Copyright  law is a crutch for those who think they can make a living out of a culture process by enchaining this process to ooze out some money. This kind of culture isn't worth an ear, a glimpse, or a penny.

I should make a video with my motorcycle humming and sue all video creators who publish a video where I hear a motorcycle humming, because I OWN THE RIGHTS and they will have a hard time proving by sound technicians that their video is fair use.
Now I'm going to change my avatar picture because I'M SCARED!!! What have we become!",0.8461828,0.13785909,0.015958037,0.258,0.538,0.204,-0.128
So memes are copyriht? Mems are bad?,0.8461159,0.14466752,0.009216646,0.0,0.488,0.512,0.6369
The problem with the video game recording content is that most viewers are children or young teens who cannot afford to purchase the product themselves anyway. So in these cases no money is actually being lost.,0.84586585,0.1432129,0.010921271,0.455,0.545,0.0,-0.3612
"Or we need to maybe wrap our heads around and realise that the concept of owning an idea is entirely idiotic and arises from vanity and immaturity (""But this was MY IDEA AND YOU CAN'T HAVE IT"")",0.84579366,0.14060292,0.013603386,0.077,0.881,0.042,-0.5813
Remember when Bethesda sued Mojang for naming a game Scrolls because they had a game series called Elder Scrolls? This is how absurd copyrights can be.,0.84546024,0.14225245,0.012287349,0.0,0.782,0.218,0.9702
Boo! 🍅   Stooge.,0.84510577,0.13402404,0.02087021,0.225,0.775,0.0,-0.7895
Meanwhile (or actually before because it was in 2019) the EU decided to make a new copyright law that just makes everything worse. And now the German government suddenly realised that they do actually need to implement upload filters despite promising not to.,0.8450667,0.14026569,0.014667659,0.144,0.758,0.098,-0.1531
Monetary system in a human society is broken,0.84493625,0.14898437,0.00607942,0.047,0.735,0.217,0.7615
"""ask how much a photographer's equipment costs"" umm... too much? I really don't see how it's art.
it's ridiculous to consider anything in the photograph except for the subject",0.84490424,0.14293036,0.012165449,0.0,1.0,0.0,0.0
"Okay I get it now, the system is indeed broken.🙂",0.8447469,0.14366974,0.011583268,0.0,1.0,0.0,0.0
"If you can get a copyright claim on PUBLIC DOMAIN music and the person who makes the claim is the arbiter, then yes, Youtube's copyright system is indeed broken.",0.84473526,0.14662242,0.008642317,0.0,1.0,0.0,0.0
Who needs media corporations?  They barely make anything worth watching anyway.,0.844646,0.14124754,0.014106514,0.0,0.204,0.796,0.8313
Nobody Liked That,0.844639,0.14261673,0.012744293,0.041,0.818,0.141,0.8608
"Theft is theft, Tom Scott.",0.84443855,0.1490868,0.006474677,0.0,1.0,0.0,0.0
"Copyright is nothing more than a government decree for a monopoly of a specific type and pattern of speech. To wit, it is a direct violation of free speech. It is a logical inconsistency. You either have free speech or you don't. You can't have it both ways.
That's the real reason why copyright is broken.",0.84429944,0.1450044,0.01069607,0.054,0.813,0.133,0.5423
"I've written, performed, recorded, engineered and produced over 1,000 original songs with music videos. (No, really - just look) and on no less than a dozen occasions I have had MY MUSIC claimed by a music company and have claimed any income from those songs.  (Bad luck for them, I don't have an audience, so no $$)  On EVERY occasion - I counterclaimed and they let the 30 day response time just count down and NEVER respond.  NOT just one company.  Several.  This is ABUSIVE and knocks the momentum out of ANY single that I release that someone else sees as competition.  I never receive an answer nor does YouTube compensate nor the claimant suffer ANY penalty for this abusive behavior.  I'm just Out Of Luck for 30 days.  But the ""system isn't broken""?!?  I, and creators like me are outright being denied the ability to monetize our work, *without any recourse*.  Consider perhaps making a follow-up about these ""RARE EDGE CASES"".  i.e. People struggling to achieve the level of success that you have by blathering on about topics that interest you...",0.84416145,0.13964061,0.016197901,0.0,0.918,0.082,0.3612
"I don't think children should be able to make money off their parents legacy. They did nothing to earn it. Inherit their wealth, yes, to a certain degree, but not own their creative output.",0.84409106,0.14643931,0.009469661,0.142,0.789,0.068,-0.34
"Hold on, you're telling me that I can sue the school for grading me on finding repurposed copyrighted images that I don't have a license to?",0.843941,0.15112644,0.004932612,0.0,0.371,0.629,0.5244
I would probably also scream in terror if I saw a superimposed piece of ancient technology on my desk.,0.8436479,0.14448626,0.011865809,0.078,0.704,0.217,0.5795
"While I agree with the point of the world's copyright is broken, I still can't agree with your title. Youtube has to handle the world's copyright, yes. But it does in a very, very effed up way. Moist claims could be resolved by a third party (maybe Youtube itself) working as an arbitration board. I.e. your case with that TV show: They claim your video, you say ""No, this is my work. You've stolen my work!"", then Youtube says: ""Okay, the person who claimed this has to decide who is right."" This is NOT okay!",0.8436411,0.14278369,0.013575243,0.05,0.793,0.157,0.9411
"I .. *H A T E* current copyright laws, they're just there for the financial stuff, super confusing, archaic.


They absolutely have to rethink and redo the copyright laws totally.",0.8434695,0.13874817,0.017782336,0.0,0.286,0.714,0.8747
"US: I have the world's most ridiculous laws!
UK: hold my beer",0.8433919,0.1348479,0.02176016,0.0,1.0,0.0,0.0
"A system that relies upon money, and subsequently prevents people being rightfully defended or even the chance at such; is definitively not something fair, nor equal. And arguably should not last. Its mostly subjective but rationally this needs fixing, and copyright has been so drawn out thats its almost comical, people copyrighing situations, words, phrases, melody, chords all lasting too much time (Disney being the worst case). I would say the system and the world is broken both in twine.",0.8433212,0.1373267,0.019352062,0.0,1.0,0.0,0.0
"I dislike the message, I like your presentation.",0.8430722,0.14019614,0.016731676,0.059,0.813,0.128,0.802
My videos get stolen and reuploaded on YouTube all the time. Saying it's not broken is idiotic.,0.84293956,0.14334044,0.013719949,0.0,0.834,0.166,0.7876
"This video was 42 minutes long ?? I thought it was 10 minutes .. 
Aaaand I am late for work",0.84282595,0.14274415,0.014429926,0.592,0.408,0.0,-0.4404
"2 min and 26 seconds in and you completely misrepresent the concept. You don't need a liscense to sample, in fact it isn't sampling otherwise. Not wasting my time with the rest of this.",0.8427919,0.14375332,0.013454796,0.0,0.649,0.351,0.4019
50 years is too long. 25 years after original publication. Screw the lazy grandchildren,0.842654,0.1390706,0.018275319,0.0,1.0,0.0,0.0
"I found it funny that you had to repeat the line:""I'm not saying this is how it should be..."", since i know how many people would understand this video wrong and get mad at you. :D People rarely think anymore when they understand something the wrong way and get mad. 
Most people don't even seem to grasp the difference between accepting something and understanding but not accepting, an action for example..",0.84248215,0.13658088,0.020936996,0.0,0.204,0.796,0.5994
"Tom, I am concerned about your neck... :-/",0.8419183,0.15059966,0.0074820546,0.0,1.0,0.0,0.0
"So weird to see ""Gamer Tom"".",0.8418578,0.14269827,0.015443903,0.0,0.798,0.202,0.5106
"You say ""the few that have been harmed by copyright system on YT"" but 50% of the 100s of youtubers i follow have had stupid copyright strikes like F1 youtubers getting their (only audio) livestream of the race striked for showing images of it when they didn't or youtubers using notoriously uncopyrighted songs only for them to be claimed by multiple (for a single song) fraudulent companies who maliciously claim uncopyrighted songs as their way to make a living",0.84184057,0.14830391,0.009855506,0.251,0.749,0.0,-0.5719
The copyright law was designed to be limited in time. Short time. That's a problem.,0.84181666,0.14773,0.010453278,0.42,0.341,0.239,-0.5859
"I think the argument about songs is a bit weak. Wanna tell the Stones or Metallica that after 20 years every company or private person can rip them off legally? And its not only a ""few hundred ppl"", its probably hundreds of thousands of artists if not more.  Imagine if a company like GM wants to use a well-known music track for their campaign, they will just say ""Sucks to be you, copyright of your song expired after 20 years"".  Thats atrocious.",0.8417739,0.14472355,0.013502527,0.0,0.522,0.478,0.6705
"Now with the new DMCA that is going to be passed, people who will get accuse because of copyright, will face felony charges and jail time. What a world.",0.8417699,0.14660294,0.011627213,0.197,0.803,0.0,-0.4019
"Now with the new DMCA that is going to be passed, people who will get accuse because of copyright, will face felony charges and jail time. What a world.",0.8417699,0.14660294,0.011627213,0.228,0.772,0.0,-0.7506
Sounds like the problem is capitalism lmfaooo,0.84174836,0.14442135,0.013830386,0.0,0.339,0.661,0.7056
"_I'm still grumpy about this, don't ""@"" me._

Relatable.",0.8415666,0.14340684,0.015026516,0.0,1.0,0.0,0.0
im sorry but im discusted that you call mumbo his actual name,0.8413709,0.15174711,0.0068819895,0.0,0.904,0.096,0.5267
Why do all the you tubers I watch seem to know each other what is this!!!!??!? Evan? Mumbo???,0.841097,0.14746769,0.011435341,0.0,0.824,0.176,0.4588
It would be hilaroius if this video had a copyright claim in the description. That would be so incredibly ironic,0.8407648,0.13640738,0.022827802,0.262,0.738,0.0,-0.7272
"Yes and no. The problem this video makes is that YouTube does not handle copyright as they're supposed to which is why it feels so broken. In fact, if YouTube handled it correctly, there would be substantially less copyright claims because YouTube puts you in a position where YOU have to sue them when they're the ones that have to sue you if they believe you've infringed.

Copyright being extended indefinitely doesn't change the fact that YouTubes system is completely broken and set up backwards to what it should be.",0.8406595,0.14346278,0.015877768,0.0,1.0,0.0,0.0
You got a DMCA from someone that stole your video?  You should have put the hammer down on them.,0.84051883,0.15093906,0.008542119,0.024,0.732,0.244,0.9316
"I got a copyright infringement for a Farming Simulator 17 stream/video due to the song playing on the in game ""radio station""......... bleh",0.84040743,0.14852196,0.011070707,0.203,0.764,0.034,-0.8519
"Title says ""World."" Yet video only applies to the USA. Most of what you claim as 'fact' is straight up wrong for the majority of the world. For example Canadian law explicitly states the types of things content ID flag are explicitly allowed under 29.21 Non-commercial User-generated Content. Every country handles it differently. You are an Englishman ignoring the difference between Fair Dealing and Fair Use.
Video is full of misinformation for the WORLD. For Shame Tom!",0.8399731,0.14711994,0.012906988,0.0,0.738,0.262,0.4926
I think that the solution to this is just the next time the world is ending we just don’t try to stop it. Humanity was a mistake.,0.83985275,0.14768381,0.01246339,0.045,0.858,0.097,0.381
42:00 That must had hurt,0.83967245,0.14909053,0.011237044,0.0,0.892,0.108,0.5423
Intellectual propoerty is broken from the start. How are you own of intangible things?,0.83958954,0.15398675,0.006423717,0.0,1.0,0.0,0.0
"I got screwed by claims on half my videos using the music from the same artist as Mumbo Jumbo, fortunatly for me i don't make a living out of youtube unlike Mumbo.",0.8395601,0.1475963,0.012843583,0.0,0.734,0.266,0.4404
"The new development in the EU and the so called ""Upload-Filter"",  just makes things worse and will make it much more complicated and will give the big Copyright companys more power. It's like content ID on every single Website on the European Internet. (They still don't you know how to create a database to compare the uploads with existing and copyright restricted content, but that's another thing to solve.)",0.83946764,0.14345701,0.01707533,0.081,0.709,0.21,0.5487
Uses Canon in D as transition music :( please leave that piece alone,0.83945477,0.15077965,0.00976554,0.0,0.408,0.592,0.4404
"hated the intro, but other than that, crisp",0.8393827,0.14134473,0.01927256,0.101,0.899,0.0,-0.2263
Today's copyright system isn't built and has not changed for today's humans,0.8391444,0.15385862,0.00699692,0.0,1.0,0.0,0.0
"Summary: red tape bla bla bla bureaucracy  TL;DR things need to be settled on a case by case basis, not a broken algorithm that often ignored fair use and is misused by people in the video being criticised over [insert dumb thing here].",0.8390378,0.15029167,0.0106705455,0.075,0.862,0.063,-0.1189
All of these copyright abuse companies have offices and those office have adresses.....,0.83872586,0.15304117,0.008232991,0.0,1.0,0.0,0.0
"no use of memes, games, songs, sounds, visuals and any other creative works unless specified by the owner of the copyright. That would be a very very boring world. The internet depends so much on working away from the eyes of copyright that is is almost irreversible. Even students writing reports in elementary school are breaching copyright law by copy/pasting images onto their presentations. With the technological advancements of the future if copyright of this age is enforced. The world as we know it would be over. Every use of original work would have to be paid for. I wonder if quoting a meme would be grounds for punishment. This whole deal is just bringing me down.",0.83869827,0.14508791,0.016213823,0.069,0.78,0.15,0.9375
"Okay okay okay so, you keep bringing up how most people can't afford to go to court for this because lawyers are so expensive. So.... Why aren't lawyers just free?",0.8385867,0.1533835,0.008029835,0.0,1.0,0.0,0.0
I can't believe you didn't reference Katie perry's copyright issue and then how adam neely got copyrighted on the wrong song.,0.8384285,0.15535338,0.0062180627,0.0,1.0,0.0,0.0
"Copyright shouldn't exist. Culture thrives and evolves by copying. Never in the history of mankind has copying been a detrimental act, if the one that copied your work is selling it better, then the blame lies on you and how bad you are at selling your work.
Copyright is a faulty system that only hurts and stifles creativity.


Are you in the right? Doesn't matter if you don't have the capital to prove it. Gotta love how Capitalism changes things from ""being in the right or not"" to ""being wealthy or not"". I despise the power we have put in the hands of big corporations who's only concern is, getting all the money in the universe regardless of public perception.",0.83818173,0.14019777,0.021620503,0.0,0.488,0.512,0.6369
You seem to have something BROWN on the end of your nose mate!!!,0.8380951,0.1456918,0.016213112,0.0,0.751,0.249,0.4574
"And we've not even gotten to the insanity of the DMCA and Infosoc directive.
Copyright law is broken.
In fairness ... not as much as the patent system.",0.83800364,0.1468291,0.015167296,0.088,0.831,0.081,-0.0772
How the frick did you do those things with the closed captions?,0.8379753,0.14967068,0.0123540545,0.256,0.744,0.0,-0.3412
"Critics and artist receive false claim for 2 weeks duration. They can't sue back because the claim drop before 30 days. In other term, critics get judged without trial and they can't ask for one after or during that claim. They end up loosing money and can't sue false claim to get it back.",0.8378158,0.15449049,0.0076936716,0.0,0.788,0.212,0.9313
42 minute video essay DESTROYED by 15 year old uploading vapor wave,0.83774734,0.15340929,0.008843314,0.0,0.905,0.095,0.7998
"You're just defending intellectual property, like it's alright to work once and to be paid multiple times in the future for no additional work. IP is the epitome of the few profiting from the many by lobbying weak government. The very fact that this whole business is that complicated shows how unnatural it is. And not only is it bad for humanity in how it stops people from accessing knowledge and entertainment, being that complicated it steers some of the brightest human minds towards law, when they could instead go into science and engineering to solve humanity's actual problems.",0.8376905,0.1440997,0.018209828,0.0,1.0,0.0,0.0
Copyright should at most be as long as a patent. You shouldn't get to milk some shitty pop song that took 2 seconds to write any longer than someone can profit from actually inventing something.,0.8375334,0.14283016,0.019636456,0.0,1.0,0.0,0.0
It looks so weird to see him in a gaming chair and with RGB headphones.,0.8374427,0.14836007,0.014197285,0.142,0.773,0.085,-0.6153
Maybe with Disney going broke we won't have them lobbying to keep the system broken.  Disney is a MAJOR reason US Copyright is broken because otherwise Micky Mouse and a LOT of Disney content would be public domain and Disney is GREEDY and evil.  Walt would be horrified to see the monster that his creation has become.,0.8371913,0.14586353,0.016945226,0.047,0.75,0.202,0.9246
"I think the biggest issues are ""Licensing schemes are unnecessarily complex"" and ""Licencing fees are too high for people / small businesses"". I think the vast majority of content creators are okay with paying to use someone elses content, but of course they're going to throw red flags when 20 seconds of a 10 minute video results in all their money being taken.",0.83706987,0.14853399,0.014396117,0.063,0.725,0.211,0.5994
"If it's on the web, it IS free to take. As soon as you put it out there, it's public domain. The whole idea of copyright is a collective delusion that laws decided to put in paper in order to make the rich richer, it's not REAL, and this whole ""sue them"" culture is one of the most toxic products the US has *ever* exported.",0.8369863,0.14519288,0.01782088,0.0,0.828,0.172,0.3612
"You skimmed over the DMCA abuse, which is rampant on YouTube. I don't mean ""it's questionable whether this is infringement or fair use, so they're just filing it because they genuinely think it's not fair use""... I mean people filing DMCA claims on content *they clearly do not own the rights to* for nefarious purposes, because YouTube's system does not handle this well. It also doesn't require the same diligence that the law requires in terms of consideration given to fair use. So there are now companies that exist solely to go around filing DMCA claims at anyone who includes the likeness of someone as a form of censoring criticism even if the likeness is an image or video that the person *does not have rights to* . This is not what DMCA is for, that's what a privacy complaint is for, but the DMCA is used because YouTube provides it as an automated way to ""take revenue from a popular creator, or remove a video you don't like."" That's not the purpose of DMCA, but that's what YouTube provides, which is strictly worse than DMCA and not in the spirit of copyright law. That is *fundamentally and completely broken* and you ignored it.",0.8366049,0.15148869,0.011906387,0.044,0.882,0.074,0.5179
Getting someone to claim they lost sales because of a let's play is NOT the same as them proving loss.,0.83652997,0.15812357,0.0053463853,0.0,0.625,0.375,0.34
My heart goes out to those who make diamond helmets and boots instead of a chest plate,0.83623797,0.15393695,0.009825116,0.198,0.712,0.09,-0.5423
Your Video is fundamentally flawed because a certain group of people can play music in the background and not get copy-write claimed and not have to pay anything or even list the protected in the description while another group of people can be claimed for creating content that vaguely resembles copy-written material.,0.83616275,0.1559397,0.007897513,0.0,0.533,0.467,0.658
IP is a jobs problem for lawyers.,0.8361299,0.1546654,0.009204624,0.219,0.567,0.214,-0.0906
Problem is when people are legally in the right and still get screwed and the theives take their money from the initial boom of viewers from a new video because of content id.,0.83610815,0.156515,0.007376845,0.128,0.688,0.184,0.5574
"Copyright is nonsense and literally shouldn't exist. Creators do not have a right to determine how their work is being used, because it ceases to be theirs once someone else receives it. Imagine if I had to pay the inventor of the knock-knock joke every time I used it, it would be absurd. Napster did nothing wrong.",0.83602524,0.14607055,0.017904183,0.064,0.827,0.109,0.2263
"When NASA has *repetitively* gotten videos and live feeds taken down, I’d say it’s broken af. And yes, I get that content ID is a response to an outdated system, but it’s still a broken response.",0.835991,0.15264903,0.011360042,0.0,1.0,0.0,0.0
"Incorrect, youtube simply spams copyright spams for no reason, and you have to get to court to get it changed.",0.8359276,0.15520482,0.008867554,0.0,0.0,0.0,0.0
Me sad 😭😭😭,0.8358803,0.13705753,0.027062165,0.096,0.752,0.152,0.6187
"A company copyright claimed my video I made 3 years ago because the game I was playing had some music they owned. I'm just wondering why they would bother claiming a video that has under 100 views, no revenue and was made by a dumb 11 year old? 😂",0.83581245,0.15091594,0.013271618,0.096,0.79,0.113,0.128
Jerks falsely accuse copyright and when a human looks at it says it does not. Meanwhile the content creator lost income. Targeting content creators is a problem. Copyright laws favour those with the most expensive lawyers.,0.8356879,0.1521538,0.012158368,0.064,0.863,0.073,0.0679
WHY IS THERE SO MANY TOMS IM LOST,0.8353564,0.14740221,0.01724136,0.0,0.715,0.285,0.4199
"How about typeface copyright? This is definitey the most underrated of them all. People liked Hermann Zapf — a German font rights campaigner — have been silence, and many more have suffered the same plight. It is quite risible that this has gone under the radar.",0.83520496,0.14947392,0.015321125,0.0,1.0,0.0,0.0
"If people can abuse it, its broken, sure people are also broken but that's not the only problem",0.8350614,0.15634663,0.008592035,0.083,0.781,0.136,0.1871
It won’t start so I dislike,0.83482575,0.1532876,0.011886671,0.457,0.543,0.0,-0.5214
